event   element | name     | type     | charge       | pT           | Eta          | Phi          | E            | mass
     652       1|        e-|        11|            -1|       1737.68|     -0.933716|       1.39648|       2551.82|       0.44165
     652       2|        e-|        11|            -1|       228.432|      0.111069|     -0.738892|       229.843|     0.0544739
     652       3|       mu-|        13|             1|       292.787|      -1.82959|      -1.98901|        935.72|      0.105713
     653       1|        e-|        11|             1|       670.002|     -0.265442|      -0.94104|       693.745|     -0.232422
     653       2|        e-|        11|            -1|       323.129|      -1.24585|      0.182495|       608.061|       0.21106
     653       3|       mu-|        13|             1|       713.993|     0.0294228|       2.46045|       714.302|      0.105713
     653       4|       mu-|        13|            -1|       192.422|       1.99487|      -1.54614|       720.361|      0.105713
     654       1|        e-|        11|             1|       46.9522|      -1.19556|      -2.07178|       84.7001|    -0.0191498
     654       2|       mu-|        13|            -1|       771.635|      -1.33887|        1.3772|       1572.92|      0.105713
     654       3|       mu-|        13|             1|       716.091|      0.981567|      -1.88062|       1089.66|      0.105713
     654       4|       mu-|        13|            -1|       109.458|       1.49146|     -0.352722|       255.507|      0.105713
     655       1|        e-|        11|             1|       1310.66|     -0.290405|       1.40552|       1366.31|      -0.24292
     655       2|        e-|        11|            -1|       955.773|      0.122437|      -1.23779|       962.946|      0.193481
     655       3|        e-|        11|            -1|       443.115|      -1.17041|      -2.86328|       782.886|      0.144043
     655       4|        e-|        11|             1|       172.196|    -0.0262833|      -1.22729|       172.256|    -0.0393677
     655       5|        e-|        11|            -1|       8.90599|       1.62402|       3.02295|       23.4698|   -0.00335884
     656       1|        e-|        11|             1|       343.115|     -0.501343|       2.90137|       387.146|     -0.123169
     656       2|        e-|        11|            -1|        319.78|        -1.375|      -1.75806|       672.804|     -0.183228
     656       3|       mu-|        13|             1|       1614.27|       0.29718|       1.13794|       1686.08|      0.105713
     657       1|        e-|        11|             1|       626.117|     -0.150238|       1.35205|       633.197|      0.137695
     657       2|       mu-|        13|            -1|        598.98|      0.448303|      -1.74683|       660.185|      0.105713
     657       3|       mu-|        13|            -1|       545.661|     -0.595947|       1.83984|       645.459|      0.105713
     657       4|       mu-|        13|             1|       528.767|      -1.08105|       -1.3645|       869.035|      0.105713
     658       1|       mu-|        13|            -1|       523.698|      0.952271|      -3.07227|       779.643|      0.105713
     658       2|       mu-|        13|            -1|       454.111|     -0.590698|      0.114929|       535.666|      0.105713
     658       3|       mu-|        13|             1|       205.749|     -0.745728|     -0.858398|        265.66|      0.105713
     659       1|       mu-|        13|             1|        588.05|       1.16138|      0.924805|       1031.26|      0.105713
     659       2|       mu-|        13|            -1|       390.283|     -0.183716|      -1.14868|       396.888|      0.105713
     660       1|        e-|        11|             1|       697.163|      0.546509|      -1.99341|       803.892|      0.196655
     660       2|       mu-|        13|            -1|        707.27|      0.286804|       1.29932|       736.559|      0.105713
     660       3|       mu-|        13|            -1|       366.741|      0.385742|     -0.240326|       394.366|      0.105713
     660       4|       mu-|        13|             1|       361.922|     0.0463867|       2.93115|       362.311|      0.105713
     661       1|        e-|        11|             1|       625.757|     -0.469971|      -1.54883|       696.145|    -0.0771484
     661       2|        e-|        11|            -1|       126.263|       1.01343|     -0.115143|       196.845|     0.0440979
     661       3|       mu-|        13|             1|       581.791|     0.0673523|       1.19824|       583.111|      0.105713
     661       4|       mu-|        13|            -1|       555.383|     -0.937744|        2.9502|       818.002|      0.105713
     662       1|        e-|        11|             1|         343.6|       0.10675|      -1.55127|       345.559|    -0.0340881
     662       2|       mu-|        13|            -1|       477.376|      0.209656|       1.70142|       487.906|      0.105713
     663       1|       mu-|        13|             1|       888.292|     -0.981323|      0.200348|       1351.45|      0.105713
     663       2|       mu-|        13|            -1|       655.756|     0.0335464|      -0.92749|       656.125|      0.105713
     663       3|       mu-|        13|             1|        542.41|     -0.883667|      -3.10107|        768.33|      0.105713
     664       1|        e-|        11|            -1|       556.521|      0.828979|     -0.698242|       758.948|     0.0705566
     664       2|        e-|        11|            -1|       86.6415|       -2.1167|       2.77979|       364.939|     0.0791626
     664       3|       mu-|        13|             1|       697.512|     -0.533325|       1.88135|       799.084|      0.105713
     664       4|       mu-|        13|             1|       668.524|       0.53479|      -2.72607|       766.424|      0.105713
     665       1|        e-|        11|            -1|       879.152|      -1.23389|      -2.20508|       1637.73|      0.472412
